target,text,cleaned_text,processed_text
0,man!! oh wellthis was wasted gas...i need a life and a new place of residency....Tay + company = me and the sofa.... ,man oh wellthis was wasted gasi need a life and a new place of residencytay company me and the sofa,man oh wellthis wasted gasi need life new place residencytay company sofa
0,is off to go and watch jaws 2 in my room so no internet damn ,is off to go and watch jaws in my room so no internet damn,go watch jaw room internet damn
0,"So I just watched the video by taylor swift &quot; you belong with me&quot; it's so cute, but happy ending don't happen that often ",so i just watched the video by taylor swift quot you belong with mequot it is so cute but happy ending do not happen that often,watched video taylor swift quot belong mequot cute happy ending happen often
0,"http://bit.ly/5PPdT  if they don't win i will ,,, CRY  lol just kidding but seriously they have too!",if they do not win i will cry lol just kidding but seriously they have too,win cry lol kidding seriously
0,"I just said goodbye to some friends  Hope I'll see them again. Tomorrow, Sweden!",i just said goodbye to some friends hope i will see them again tomorrow sweden,said goodbye friend hope see tomorrow sweden
0,@ChristPA I really don't wanna be a vampire loving tween ,i really do not wanna be a vampire loving tween,really wan na vampire loving tween
0,cat nap didn't help ,cat nap did not help,cat nap help
0,@DonnieWahlberg: What happened to the Asian love on the unofficial video? I guess mine didn't make the cut. ,what happened to the asian love on the unofficial video i guess mine did not make the cut,happened asian love unofficial video guess mine make cut
1,so stealth I got the movie  gonna go watch it....Method Man and Redman are life!,so stealth i got the movie gonna go watch itmethod man and redman are life,stealth got movie gon na go watch itmethod man redman life
0,Great iam geting sick  takeing a sh0wer  (DIE OR DANCE),great iam geting sick takeing a shwer die or dance,great iam geting sick takeing shwer die dance
0,"ow, i can't move my neck or my back   hurts too much and i don't know why D:",ow i cannot move my neck or my back hurts too much and i do not know why d,ow move neck back hurt much know
1,@suchietje Glad to hear it ,glad to hear it,glad hear
0,Riding train to work on a dreary Monday morning ,riding train to work on a dreary monday morning,riding train work dreary monday morning
1,@teefchen i just hooked it up to my cell. You just texted me ,i just hooked it up to my cell you just texted me,hooked cell texted
1,Amazing person and a leader Now its time to say a big thank you Dial my number any time as You will always have me as a friend ,amazing person and a leader now its time to say a big thank you dial my number any time as you will always have me as a friend,amazing person leader time say big thank dial number time always friend
0,is back to work!  #squarespace,is back to work squarespace,back work squarespace
1,@joshtastic1 they should bottle it  LOL,they should bottle it lol,bottle lol
0,@LADYRUMDRIK it's the swine..... lol  im sorry ur not feeling good mamash!,it is the swine lol im sorry ur not feeling good mamash,swine lol im sorry ur feeling good mamash
0,@_misshannah damn you !!!  that's properly unfair!,damn you that is properly unfair,damn properly unfair
0,so so burnt ,so so burnt,burnt
1,Nawww!!11!!!  Congratulations Lyn-z and Gerard on Bandit Lee. i honestly couldnt be happier for you!!!  ,nawww congratulations lynz and gerard on bandit lee i honestly couldnt be happier for you,nawww congratulation lynz gerard bandit lee honestly couldnt happier
0,owl city is playing at chain in october too bad im not gonna be here for that ,owl city is playing at chain in october too bad im not gonna be here for that,owl city playing chain october bad im gon na
0,"@PaulKCMF I want to kill the ex at the moment, but I'd get in trouble for it ",i want to kill the ex at the moment but i would get in trouble for it,want kill ex moment would get trouble
1,@YourDarlinh wtf are you still awake? I wanna go swimming ,wtf are you still awake i wanna go swimming,wtf still awake wan na go swimming
0,@OnlyQ NO!  $%@#$ People on MMO forums are saying its taking from 2 days to a week! wtf? So much for playing this weekend.,no people on mmo forums are saying its taking from days to a week wtf so much for playing this weekend,people mmo forum saying taking day week wtf much playing weekend
0,"crappy day turned awesome at work, only to come home to discover that my chico dog is sick ",crappy day turned awesome at work only to come home to discover that my chico dog is sick,crappy day turned awesome work come home discover chico dog sick
1,@kayakchick @hllf I hear that Washington is beautiful ,i hear that washington is beautiful,hear washington beautiful
0,@shadowfaerie ahhh i'll be driving to pick up hannah wed.  ,ahhh i will be driving to pick up hannah wed,ahhh driving pick hannah wed
1,Am bout 2 go 2 sixflags and ride da new terminator salvation!!  cheeaaaaaa!! Haha &lt;~Luis~&gt;,am bout go sixflags and ride da new terminator salvation cheeaaaaaa haha ltluisgt,bout go sixflags ride da new terminator salvation cheeaaaaaa haha ltluisgt
0,@lexiphanic Awww too cute my lil Greggles.  Miss you too.  We didn't have a final Feist dance ,awww too cute my lil greggles miss you too we did not have a final feist dance,awww cute lil greggles miss final feist dance
0,"@cmartini86 Yeah, we didn't see a lot of people!  it was just a bad week to come, I should be back in a month though! hopefully...",yeah we did not see a lot of people it was just a bad week to come i should be back in a month though hopefully,yeah see lot people bad week come back month though hopefully
1,Went to the dark side and rooted my G1 ,went to the dark side and rooted my g,went dark side rooted
1,@bevsss @maiasky Girls! Are we having dinner on Wednesday?? With Mels and Pews? ,girls are we having dinner on wednesday with mels and pews,girl dinner wednesday mels pew
0,"wish a never got the daft tattoo, a canny sunbed  lol",wish a never got the daft tattoo a canny sunbed lol,wish never got daft tattoo canny sunbed lol
0,i made jiffypop because we have a gas stove here. only to find out it is loaded in trans- and saturated fats  i opted for triscuts.,i made jiffypop because we have a gas stove here only to find out it is loaded in trans and saturated fats i opted for triscuts,made jiffypop gas stove find loaded trans saturated fat opted triscuts
0,@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck ,hi can u tell me if u have managed to mail them things yet i have tried emailing u but with no luck,hi tell managed mail thing yet tried emailing luck
1,@routhietootie Camilla! I love your eyes! You have the cutest face! and the most gorgeous figure. Really good actor. ,camilla i love your eyes you have the cutest face and the most gorgeous figure really good actor,camilla love eye cutest face gorgeous figure really good actor
1,"installed windows 7 on laptop, so far its A LOT better than Vista   Think xp will finally have a successor",installed windows on laptop so far its a lot better than vista think xp will finally have a successor,installed window laptop far lot better vista think xp finally successor
1,@sammyisonfire You should ask if people want to see kevin jonas in a leotard. ,you should ask if people want to see kevin jonas in a leotard,ask people want see kevin jonas leotard
1,love spain! it's so much fun! ,love spain it is so much fun,love spain much fun
0,@bewareofabkco someone left a baby in a box in phoenix yesterday. sick fucks! ,someone left a baby in a box in phoenix yesterday sick fucks,someone left baby box phoenix yesterday sick fuck
0,In a period of exams days are for study and nights for study and sleep... no funny time... ,in a period of exams days are for study and nights for study and sleep no funny time,period exam day study night study sleep funny time
1,@surenmehla thnx 4 appreciating.. ,thnx appreciating,thnx appreciating
1,@Lauradorax3 Sweet me too! i cant wait to tell the receptionist in the Doctors office about it  she likes hearing about our adventures ...,sweet me too i cant wait to tell the receptionist in the doctors office about it she likes hearing about our adventures,sweet cant wait tell receptionist doctor office like hearing adventure
0,@xPowxBangxBoomx dammiitt!! i wish i had MTV ,dammiitt i wish i had mtv,dammiitt wish mtv
0,@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates ,jealous i still have like and something and they havent even announced dates,jealous still like something havent even announced date
0,"i am on sofa with a migraine, ",i am on sofa with a migraine,sofa migraine
0,Up an idk y ,up an idk y,idk
0,@thenewbnb @shivaranjan @arjunvj waat lag gai pairo ki!  hopefully I'll be able to run soon,waat lag gai pairo ki hopefully i will be able to run soon,waat lag gai pairo ki hopefully able run soon
0,My head isn't healing well it feels that way ,my head is not healing well it feels that way,head healing well feel way
0,"I'm up early, I wish I was going to bamboozle! ",i am up early i wish i was going to bamboozle,early wish going bamboozle
0,Now I'll NEVER win the Hair lottery ,now i will never win the hair lottery,never win hair lottery
0,I'm emo because I can't be part of demi's music video! one of the saddest days of my life ,i am emo because i cannot be part of demi is music video one of the saddest days of my life,emo part demi music video one saddest day life
0,@EBBSBABY lmao ha windows in the back &amp; the bitch dnt have steps ,lmao ha windows in the back amp the bitch dnt have steps,lmao ha window back amp bitch dnt step
0,Exam over. Barcelona tomorrow. Just finished packing... well my kind sister just did. ;) I WANT TO SEE BRUNO! ,exam over barcelona tomorrow just finished packing well my kind sister just did i want to see bruno,exam barcelona tomorrow finished packing well kind sister want see bruno
0,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?,how did you ge i cannot get it yet this makes me upset do i need to get itunes,ge get yet make upset need get itunes
0,i am in texarkana. think my computer has a  virus  . i've been tweeting from my sis' account @tanyaka. her page sucks!,i am in texarkana think my computer has a virus i have been tweeting from my sis account her page sucks,texarkana think computer virus tweeting si account page suck
1,@SlantedSmiley fine its OURS ,fine its ours,fine
1,thatboy; - Your welcome. I like your posts.  http://tumblr.com/xp01ys7mt,thatboy your welcome i like your posts,thatboy welcome like post
0,@HOTTVampChick no  no more unless I win irvine tix or break down and go to another concert,no no more unless i win irvine tix or break down and go to another concert,unless win irvine tix break go another concert
1,"@lounginglinda Ouch. Their biological clocks are quiet wonky, aren't they? Hee. B. loves schedule. As long as it doesn't match mine. ",ouch their biological clocks are quiet wonky are not they hee b loves schedule as long as it does not match mine,ouch biological clock quiet wonky hee love schedule long match mine
0,@veropperez awwww my poor muffins i had to make those and i didnt make them for the cat HE TOOK THE WHOLE FREAKIN BAG and ran away  aw man,awwww my poor muffins i had to make those and i didnt make them for the cat he took the whole freakin bag and ran away aw man,awwww poor muffin make didnt make cat took whole freakin bag ran away aw man
1,@AquaAHH #ilove everything old school!  ,ilove everything old school,ilove everything old school
0,needs heLp from a wordpress theme expert  http://plurk.com/p/ywsk3,needs help from a wordpress theme expert,need help wordpress theme expert
1,~~~~&gt; &quot;street dreams are made of these....who am ! to d!sagree&quot; (-4th!rty.......! LOVE TH!S SONG)....  ,gt quotstreet dreams are made of thesewho am to dsagreequot thrty love ths song,gt quotstreet dream made thesewho dsagreequot thrty love th song
0,packing up my room ,packing up my room,packing room
0,@lizwicker28  are you awake ?? yes i know irs early but i cant sleep ,are you awake yes i know irs early but i cant sleep,awake yes know irs early cant sleep
0,Cant Believe Nadal out of French open  but I am happy - Federer its ur turn now,cant believe nadal out of french open but i am happy federer its ur turn now,cant believe nadal french open happy federer ur turn
0,@inkedveggie yeah me to ,yeah me to,yeah
0,@Victoria_LPF  Wahahahah  don't make me jealous!,wahahahah do not make me jealous,wahahahah make jealous
0,Live tweet streaming on #Sytycd .. I miss Dena and Lisa ,live tweet streaming on sytycd i miss dena and lisa,live tweet streaming sytycd miss dena lisa
1,@jaxn do it  I'll follow and contribute.,do it i will follow and contribute,follow contribute
0,@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep,hopefully i will feel better by tomorrow i might have strep,hopefully feel better tomorrow might strep
1,@JonathanRKnight for realz! Safe travels- hope things go much more smoothly this time around.   &amp; that you are having a great day so far!,for realz safe travels hope things go much more smoothly this time around amp that you are having a great day so far,realz safe travel hope thing go much smoothly time around amp great day far
0,@lolevo I CAN'T BELIEVE YOU WIID WITHOUT ME! That's what I get for leaving the country  I love you. You're gorgeous. I miss your face.,i cannot believe you wiid without me that is what i get for leaving the country i love you you are gorgeous i miss your face,believe wiid without get leaving country love gorgeous miss face
0,"To atascadeo! Again for practice  text, tweet, myspace.",to atascadeo again for practice text tweet myspace,atascadeo practice text tweet myspace
0,Why isnt anyone tweeting ,why isnt anyone tweeting,isnt anyone tweeting
1,"@flawnt friendly- yes, harmless- yes, Classic reading girl- yes, simple- not so much   Whatcha writing?",friendly yes harmless yes classic reading girl yes simple not so much whatcha writing,friendly yes harmless yes classic reading girl yes simple much whatcha writing
0,Shopping with sis and Alex... I don't feel like shopping when on vacation ,shopping with sis and alex i do not feel like shopping when on vacation,shopping si alex feel like shopping vacation
0,"@MG62 Marcus, Its Raining, Again!  I hate The UK. Doing much tonightt?...",marcus its raining again i hate the uk doing much tonightt,marcus raining hate uk much tonightt
1,@ShrimptonCoutur = mother: http://tinyurl.com/qg6h4n  @ShrimptonGirl = daughter: http://tinyurl.com/r8y8yf Let us know what you think! ,mother daughter let us know what you think,mother daughter let u know think
1,@dlynchtn I wish! You want to fly the team up? ,i wish you want to fly the team up,wish want fly team
0,Haha I growled at my dog and she tilted her head and gave me the 'wtf is wrong with you' look then walked away ,haha i growled at my dog and she tilted her head and gave me the wtf is wrong with you look then walked away,haha growled dog tilted head gave wtf wrong look walked away
1,"catching a flight in a few hours.  surprised when i woke up from a short nap, all my bags are packed.  thank you mrs ash. ill miss you. ",catching a flight in a few hours surprised when i woke up from a short nap all my bags are packed thank you mrs ash ill miss you,catching flight hour surprised woke short nap bag packed thank mr ash ill miss
0,exhausted and I have a brutal headache ,exhausted and i have a brutal headache,exhausted brutal headache
0,"feels a sinus headache brewing, but can't take drugs.  ",feels a sinus headache brewing but cannot take drugs,feel sinus headache brewing take drug
1,@caseyore well when I have to move again I know where I am going!!  yay!! lol,well when i have to move again i know where i am going yay lol,well move know going yay lol
1,@sillybeggar Congrats James !! I'm sure the book is going to be a huge success ,congrats james i am sure the book is going to be a huge success,congrats james sure book going huge success
0,@Mollzy sorry I didn't see it  Message Jillian and Ill explain,sorry i did not see it message jillian and ill explain,sorry see message jillian ill explain
0,@LisaAucoin just had a tooth shatter last night  Nothing new otherwise. Loving the summer schedule lol Talk soon!!,just had a tooth shatter last night nothing new otherwise loving the summer schedule lol talk soon,tooth shatter last night nothing new otherwise loving summer schedule lol talk soon
0,@akadominic I agree... I'm home on a saturday night doing hw... ,i agree i am home on a saturday night doing hw,agree home saturday night hw
0,workin the graveyard shift ,workin the graveyard shift,workin graveyard shift
0,whoah. i'm starting to miss him ,whoah i am starting to miss him,whoah starting miss
0,http://vibejournal.com/jessica_art/ needs a new home ,needs a new home,need new home
0,is sat by herself  because her time management sucks!,is sat by herself because her time management sucks,sat time management suck
0,"@darlingnikki08 I'm fine thankyou, apart from a bit of hayfever   How are you doing?",i am fine thankyou apart from a bit of hayfever how are you doing,fine thankyou apart bit hayfever
1,@tracecyrus http://twitpic.com/6ipnf - Hmmm YUM   btw why you have so many tatoos ? not like i hate it or anything lol x,hmmm yum btw why you have so many tatoos not like i hate it or anything lol x,hmmm yum btw many tatoos like hate anything lol
0,@HelloEli exacly ,exacly,exacly
0,@gypsydancer13 wow girl look at that old phone in the pic! you look cute with bangs! HOW do you get the ringlets? not like I can do it  ha,wow girl look at that old phone in the pic you look cute with bangs how do you get the ringlets not like i can do it ha,wow girl look old phone pic look cute bang get ringlet like ha
0,I need a hug...and less cynicism. It's making me depressed. ,i need a hugand less cynicism it is making me depressed,need hugand less cynicism making depressed
1,"Going to sleep , Have a great day to everyone ",going to sleep have a great day to everyone,going sleep great day everyone
0,"Right, off to work  Only 5 hours to go until I'm free xD",right off to work only hours to go until i am free xd,right work hour go free xd
1,the Red Sox got a home run ,the red sox got a home run,red sox got home run
1,"@spoggy hi bill, thx for the follow - you do a lot of affiliate marketing? ever tried mktg your OWN thing? ",hi bill thx for the follow you do a lot of affiliate marketing ever tried mktg your own thing,hi bill thx follow lot affiliate marketing ever tried mktg thing
0,"Pink and Yellow or Blue and Brown. Can't decide. Or should I got with Purple and Yellow - Lakers colours. Omg, ",pink and yellow or blue and brown cannot decide or should i got with purple and yellow lakers colours omg,pink yellow blue brown decide got purple yellow lakers colour omg
0,Not feeling so good  so a really lazy sunday today!,not feeling so good so a really lazy sunday today,feeling good really lazy sunday today
1,Had a gooood wekeend  now having a biiig breakfast to then do my HW and have the night off,had a gooood wekeend now having a biiig breakfast to then do my hw and have the night off,gooood wekeend biiig breakfast hw night
1,@MayaaKibbel the bahamas is the best place ever to relax. i can't wait to go back ,the bahamas is the best place ever to relax i cannot wait to go back,bahamas best place ever relax wait go back
1,@Psychic09 Allright. Good night &amp; thank you very much.   *hugs*  ,allright good night amp thank you very much hugs,allright good night amp thank much hug
0,Work is lame got my computer back but still no internet.  Come on ppls work with me here. ,work is lame got my computer back but still no internet come on ppls work with me here,work lame got computer back still internet come ppls work
1,@MariaJEchelon no prob! im glad youre enjoyin it ,no prob im glad youre enjoyin it,prob im glad youre enjoyin
1,@JackyMisson that's what i'm listenting too  a fine album,that is what i am listenting too a fine album,listenting fine album
0,@xjaelee19x oh bestie..i admired your attention .but it's really hard..i'm so busy..hope you understand..  ,oh bestiei admired your attention but it is really hardi am so busyhope you understand,oh bestiei admired attention really hardi busyhope understand
1,@Avery_Mariah cool nachos  have yew talked to jayk or any of chur friends.. that chu might of mentioned once of twice?,cool nachos have yew talked to jayk or any of chur friends that chu might of mentioned once of twice,cool nacho yew talked jayk chur friend chu might mentioned twice
1,@andyclemmensen ..... well i said that cos obviously Shaun &lt;3's himself alot... so i &lt;3 you alot  hahahahah,well i said that cos obviously shaun lt is himself alot so i lt you alot hahahahah,well said co obviously shaun lt alot lt alot hahahahah
1,@frogboy229 maybe someone on here wil recognize  him  ,maybe someone on here wil recognize him,maybe someone wil recognize
0,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. ,i am helping a good friend get setup on linkedin his company is in the process of layingoff,helping good friend get setup linkedin company process layingoff
1,is watching a young Red Devils team; hopefully we can win ,is watching a young red devils team hopefully we can win,watching young red devil team hopefully win
0,"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  ",tears video games death if you send me the money i so would but i am hella broke and up at am,tear video game death send money would hella broke
1,@IvyBean104 Good Morning Ivy enjoy your reading. ,good morning ivy enjoy your reading,good morning ivy enjoy reading
1,@munz Go for it! Bridezillas is a good topic. Plus u have first hand experience. ,go for it bridezillas is a good topic plus u have first hand experience,go bridezillas good topic plus first hand experience
1,"@AstheniaRocks Feel abit poorly, but okay otherwise. Hungry tho.  as always. You okay shiney boy?x",feel abit poorly but okay otherwise hungry tho as always you okay shiney boyx,feel abit poorly okay otherwise hungry tho always okay shiney boyx
1,eating! ,eating,eating
0,Im mad im sittin here &amp; i wanna go to sleep but cant! uuuuhhh ,im mad im sittin here amp i wanna go to sleep but cant uuuuhhh,im mad im sittin amp wan na go sleep cant uuuuhhh
1,@AlyssaVacco I kno... So I change that 100 to 200 ughh ,i kno so i change that to ughh,kno change ughh
0,@isacullen Well shoot :/ I missed you too. I was craving my compy  So should've stayed home.,well shoot i missed you too i was craving my compy so should have stayed home,well shoot missed craving compy stayed home
0,@justkaty I blame josh &amp; bff ..she was sick earlier &amp; so was josh ,i blame josh amp bff she was sick earlier amp so was josh,blame josh amp bff sick earlier amp josh
0,@enrique305 Wow! 385 followers! I only have 41 ,wow followers i only have,wow follower
0,*Please upload photos onto the FB FORMAL group* ...pls make my life easier ,please upload photos onto the fb formal group pls make my life easier,please upload photo onto fb formal group pls make life easier
1,@Tyrese4ReaL if so can you share that #Tupac Memory with us ,if so can you share that tupac memory with us,share tupac memory u
0,wishing i had marvelous misadventures of flap jack on DVD ,wishing i had marvelous misadventures of flap jack on dvd,wishing marvelous misadventure flap jack dvd
1,@RachelRoseberry @morganbritney....i started with my iced coffee as well  happy friday!,i started with my iced coffee as well happy friday,started iced coffee well happy friday
1,@jkaymackey very good manners! ,very good manners,good manner
1,@biancaduhh aww. i think someone put it up on youtube lol ,aww i think someone put it up on youtube lol,aww think someone put youtube lol
1,"Having been at work since 8 I suppose one could leave now, except it being my first day and the CEO is seated behind me still ",having been at work since i suppose one could leave now except it being my first day and the ceo is seated behind me still,work since suppose one could leave except first day ceo seated behind still
1,@mikefoong lol i like challenges  the more impossible the more i want to try!,lol i like challenges the more impossible the more i want to try,lol like challenge impossible want try
1,@steveellwood There sure seems to be a lot of Cromarty in your life today.  Hope the weather stays fine for the fence painting.,there sure seems to be a lot of cromarty in your life today hope the weather stays fine for the fence painting,sure seems lot cromarty life today hope weather stay fine fence painting
0,"Tough choices: Pay my phone bill, or go to New York, unfortunately they are both the same price ",tough choices pay my phone bill or go to new york unfortunately they are both the same price,tough choice pay phone bill go new york unfortunately price
1,thanks to everyone following me  i have a bebo http://www.bebo.com/madison_pettisxx,thanks to everyone following me i have a bebo,thanks everyone following bebo
0,"Ugh, after spending the night at peoples houses so much, just being at my house alone is rrreeeaaallllyyyy lame! ",ugh after spending the night at peoples houses so much just being at my house alone is rrreeeaaallllyyyy lame,ugh spending night people house much house alone rrreeeaaallllyyyy lame
1,on the way to the airport ,on the way to the airport,way airport
0,Thinks he's getting sick ,thinks he is getting sick,think getting sick
1,@RudeBoy28 Remember me? ,remember me,remember
0,day 2 w/o my iphone is not goin so good ,day wo my iphone is not goin so good,day wo iphone goin good
0,"@Vickeretta Nooooo, i reckon Alan likes it. It's different, it's a risk - he likes risk takers. C'mon Yas! ",nooooo i reckon alan likes it it is different it is a risk he likes risk takers c amon yas,nooooo reckon alan like different risk like risk taker amon yas
0,I am beyond exhausted today.  I have absolutely no motivation to do anything. Plus a nasty headache. ,i am beyond exhausted today i have absolutely no motivation to do anything plus a nasty headache,beyond exhausted today absolutely motivation anything plus nasty headache
1,"for my very short #followfriday, some new tweeps that I have found very interesting  @SDArtJournal @dwellephant @ranchovalencia",for my very short followfriday some new tweeps that i have found very interesting,short followfriday new tweeps found interesting
0,@metawops It depends on how much followers you have... ,it depends on how much followers you have,depends much follower
1,@goldenspines Twitter often does weird stuff.  ,twitter often does weird stuff,twitter often weird stuff
0,"Sara graduates on Thursday, I am sooo not ready for this!   I don't want her to grow up.",sara graduates on thursday i am sooo not ready for this i do not want her to grow up,sara graduate thursday sooo ready want grow
1,"@UmAlawi lol nooo, I've been on here for months and have a way worse attn span  But, ok, maybe ;) *watch out for me*",lol nooo i have been on here for months and have a way worse attn span but ok maybe watch out for me,lol nooo month way worse attn span ok maybe watch
1,right I am off to the hospital  seeya later ,right i am off to the hospital seeya later,right hospital seeya later
0,does not like the heat. I think I have been bitten and I can't stop sneezing ,does not like the heat i think i have been bitten and i cannot stop sneezing,like heat think bitten stop sneezing
0,@martinbrossman Sorry to hear that Martin   Give her my best!,sorry to hear that martin give her my best,sorry hear martin give best
0,headache still not lifted. additional symptoms. looks like pill-popping all day ,headache still not lifted additional symptoms looks like pillpopping all day,headache still lifted additional symptom look like pillpopping day
1,sending out paper work to tax commission to have the process to get the title for my bike so i can do the major repairs ,sending out paper work to tax commission to have the process to get the title for my bike so i can do the major repairs,sending paper work tax commission process get title bike major repair
1,Highland Wildlife park today yeyyy  Yuri and Sasha the tiggies....shorrttssssss aye,highland wildlife park today yeyyy yuri and sasha the tiggiesshorrttssssss aye,highland wildlife park today yeyyy yuri sasha tiggiesshorrttssssss aye
1,"@amandapiell Oh, I'm a girl, and gaming computers are awesome - they support better graphics and sound, so games are pretty and don't lag ",oh i am a girl and gaming computers are awesome they support better graphics and sound so games are pretty and do not lag,oh girl gaming computer awesome support better graphic sound game pretty lag
0,"just woke up, ive been asleep sine 4 hah. i dont feel good  &amp; the people i used to steal internet from, moved. so text (: instead of m ...",just woke up ive been asleep sine hah i dont feel good amp the people i used to steal internet from moved so text instead of m,woke ive asleep sine hah dont feel good amp people used steal internet moved text instead
0,dang i thought the Jonas Brother's were done performing but there was more. Dang i'm an idiot.  i guess youtube.,dang i thought the jonas brother is were done performing but there was more dang i am an idiot i guess youtube,dang thought jonas brother done performing dang idiot guess youtube
1,"@ChicMom well, good luck! ",well good luck,well good luck
0,"@tommcfly hey Tom, I'm waiting for you back to Brazil cuz I didn't go to your last concert here  are you coming in October?",hey tom i am waiting for you back to brazil cuz i did not go to your last concert here are you coming in october,hey tom waiting back brazil cuz go last concert coming october
1,"@davehodg Ah mate, enjoy  We'll be thinking of you from the stuffy halls!",ah mate enjoy we will be thinking of you from the stuffy halls,ah mate enjoy thinking stuffy hall
0,I can lose a lover but i cant lose a friend.  ESOTSM;,i can lose a lover but i cant lose a friend esotsm,lose lover cant lose friend esotsm
0,@Jason_Manford figuring that out has just ruined my childhood. ,figuring that out has just ruined my childhood,figuring ruined childhood
1,@lilygetcrunkk septum and you are coming ,septum and you are coming,septum coming
0,"@jnyemb oh no way, you can't do that! Sooo unfair ",oh no way you cannot do that sooo unfair,oh way sooo unfair
1,"Working hard on a beautiful day!! Yeaaaah!!  in St. Francis, WI http://loopt.us/vV5jZw.t",working hard on a beautiful day yeaaaah in st francis wi,working hard beautiful day yeaaaah st francis wi
1,#myweakness  Is music and i live to meet the people who make it ,myweakness is music and i live to meet the people who make it,myweakness music live meet people make
0,"ahh, too much work!  im gonna have to skip walking home for lunch to watch cartoons  ",ahh too much work im gonna have to skip walking home for lunch to watch cartoons,ahh much work im gon na skip walking home lunch watch cartoon
0,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",waaah asshat at cvs yesterday shortchanged me i paid for chips,waaah asshat cv yesterday shortchanged paid chip
0,"My dad wiped our comp hard drive cuz hes weird, so i cant watch buckley on blogtv  34 more minutes  &lt;!itsabby!&gt;",my dad wiped our comp hard drive cuz hes weird so i cant watch buckley on blogtv more minutes ltitsabbygt,dad wiped comp hard drive cuz he weird cant watch buckley blogtv minute ltitsabbygt
1,Morning world. It's a beautiful day  Here's hoping for some pathetic fallacy,morning world it is a beautiful day here is hoping for some pathetic fallacy,morning world beautiful day hoping pathetic fallacy
1,@weisslu well if you are ever bored.... I'd give it a go! ,well if you are ever bored i would give it a go,well ever bored would give go
1,"Mornin all! Slept thro bleddy alarm again!! I'm sooo late, #followfriday recs to come later in the day. Have a good Friday ",mornin all slept thro bleddy alarm again i am sooo late followfriday recs to come later in the day have a good friday,mornin slept thro bleddy alarm sooo late followfriday recs come later day good friday
0,"@Mr_SOS thanks, always nice to start my morning with my husband putting me down   ...... j/k....... sort of ;)",thanks always nice to start my morning with my husband putting me down jk sort of,thanks always nice start morning husband putting jk sort
0,@JudahGabriel i wish i had that much to say ,i wish i had that much to say,wish much say
1,so tired waking up at 610 D: mathh finallL  then win! then home&lt;3,so tired waking up at d mathh finalll then win then homelt,tired waking mathh finalll win homelt
1,is shattered but happy that she completed the Race for Life. ,is shattered but happy that she completed the race for life,shattered happy completed race life
1,getting ready for Jonathan Coulton (and Paul and Storm) in Atlanta! Hoping for First of May&quot;  #jocorequests,getting ready for jonathan coulton and paul and storm in atlanta hoping for first of mayquot jocorequests,getting ready jonathan coulton paul storm atlanta hoping first mayquot jocorequests
1,"@carltonf @travisfitzwater Carlton better get on it. I just lapped him!  2256 followers as of this morning. ;) Travis, I'm comin' for ya! ",carlton better get on it i just lapped him followers as of this morning travis i am comin for ya,carlton better get lapped follower morning travis comin ya
1,@Yelovesit hell yea cutie ,hell yea cutie,hell yea cutie
0,@CaraNScott AWW 5ME I miss you too! I wish I were there  Have you had any CalPis yet? Drink some for me ,aww me i miss you too i wish i were there have you had any calpis yet drink some for me,aww miss wish calpis yet drink
0,"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;",arrrgh at least you got into stats i failed diagnostic exam so i lost my spot,arrrgh least got stats failed diagnostic exam lost spot
1,changed my profile photo. Hope it looks nice! ,changed my profile photo hope it looks nice,changed profile photo hope look nice
0,Ass of a mosquito bite. ARGH. It's bleeding ,ass of a mosquito bite argh it is bleeding,as mosquito bite argh bleeding
1,In fairness. He smells good. ,in fairness he smells good,fairness smell good
1,@eve76 it would be fine if max and erma gave away those tasty salads each day. lol ,it would be fine if max and erma gave away those tasty salads each day lol,would fine max erma gave away tasty salad day lol
1,cant wait to get away for the weekend. finals tomorrow and off to the river to get my tan on ,cant wait to get away for the weekend finals tomorrow and off to the river to get my tan on,cant wait get away weekend final tomorrow river get tan
0,Fast Food For Lunch! ,fast food for lunch,fast food lunch
1,"Arrived at Funchal,very hot and beer cold!  pics later.",arrived at funchalvery hot and beer cold pics later,arrived funchalvery hot beer cold pic later
1,@marielenh Try adding/changing bio. It worked for me  for some strange reason... :S,try addingchanging bio it worked for me for some strange reason s,try addingchanging bio worked strange reason
1,@lalamana @souljaboytellem maybe coz of hight hill. Tc ,maybe coz of hight hill tc,maybe coz hight hill tc
0,i wish we had more home movies... everyone kind of gave up on them when i was like three ,i wish we had more home movies everyone kind of gave up on them when i was like three,wish home movie everyone kind gave like three
0,"@potentiate My wife told me about the green avatars yesterday, but I didn't get around to doing something about it until today. ",my wife told me about the green avatars yesterday but i did not get around to doing something about it until today,wife told green avatar yesterday get around something today
